343|"588572"|"1672078"|"35354395"
343|"588573"|"1672078"|"35354536"
480|"588566"|"1672079"|"35353624"
480|"588567"|"1672079"|"35353765"
480|"588568"|"1672079"|"35353906"
480|"588569"|"1672079"|"35354047"
480|"588570"|"1672079"|"35354188"
480|"588572"|"1672079"|"35354396"
480|"588573"|"1672079"|"35354537"
997|"588566"|"1672080"|"35353559"
997|"588567"|"1672080"|"35353700"
997|"588568"|"1672080"|"35353841"
997|"588569"|"1672080"|"35353982"
997|"588570"|"1672080"|"35354123"
|"588571"|"1672080"|"35354226"
997|"588572"|"1672080"|"35354331"
997|"588573"|"1672080"|"35354472"
304|"588566"|"1672081"|"35353560"
304|"588567"|"1672081"|"35353701"
304|"588568"|"1672081"|"35353842"
304|"588569"|"1672081"|"35353983"
304|"588570"|"1672081"|"35354124"
304|"588572"|"1672081"|"35354332"
304|"588573"|"1672081"|"35354473"
826|"588566"|"1672082"|"35353561"
826|"588567"|"1672082"|"35353702"
826|"588568"|"1672082"|"35353843"
826|"588569"|"1672082"|"35353984"
826|"588570"|"1672082"|"35354125"
826|"588572"|"1672082"|"35354333"
826|"588573"|"1672082"|"35354474"
1214|"588566"|"1672083"|"35353548"
1214|"588567"|"1672083"|"35353689"
1214|"588568"|"1672083"|"35353830"
1214|"588569"|"1672083"|"35353971"
1214|"588570"|"1672083"|"35354112"
1214|"588572"|"1672083"|"35354320"
1214|"588573"|"1672083"|"35354461"
5056|"588566"|"1672084"|"35353631"
5056|"588567"|"1672084"|"35353772"
5056|"588568"|"1672084"|"35353913"
5056|"588569"|"1672084"|"35354054"
5056|"588570"|"1672084"|"35354195"
|"588571"|"1672084"|"35354262"
5056|"588572"|"1672084"|"35354403"
5056|"588573"|"1672084"|"35354544"
13989|"588566"|"1672085"|"35353629"
13989|"588567"|"1672085"|"35353770"
13989|"588568"|"1672085"|"35353911"
13989|"588569"|"1672085"|"35354052"
13989|"588570"|"1672085"|"35354193"
|"588571"|"1672085"|"35354260"
13989|"588572"|"1672085"|"35354401"
